# ACTS Test Suite Generation: Tue May 17 13:07:45 CST 2022
#  '*' represents don't care value 
# Degree of interaction coverage: 3
# Number of parameters: 7
# Maximum number of values per parameter: 11
# Number of configurations: 1066
bookingType,date1,origin1,destination1,date2,origin2,destination2
multi_trip,5,Beijing,Shanghai,6,Shanghai,Tokyo
multi_trip,5,Dalian,Shanghai,7,Shanghai,Singapore
round_trip,5,Paris,Shanghai,8,Shanghai,Paris
multi_trip,5,London,Shanghai,9,Shanghai,Nanjing
multi_trip,5,London,Shanghai,10,Shanghai,Dalian
multi_trip,6,Singapore,Shanghai,6,Shanghai,Beijing
round_trip,6,London,Shanghai,7,Shanghai,London
multi_trip,6,Dalian,Shanghai,8,Shanghai,Nanjing
multi_trip,6,Nanjing,Shanghai,9,Shanghai,Paris
multi_trip,6,Tokyo,Shanghai,10,Shanghai,Dalian
multi_trip,7,Nanjing,Shanghai,7,Shanghai,Beijing
multi_trip,7,Beijing,Shanghai,8,Shanghai,Dalian
multi_trip,7,Singapore,Shanghai,9,Shanghai,London
multi_trip,7,Dalian,Shanghai,10,Shanghai,Paris
multi_trip,8,Nanjing,Shanghai,8,Shanghai,Beijing
multi_trip,8,London,Shanghai,9,Shanghai,Tokyo
multi_trip,8,Paris,Shanghai,10,Shanghai,Nanjing
round_trip,9,Beijing,Shanghai,9,Shanghai,Beijing
multi_trip,9,Tokyo,Shanghai,10,Shanghai,Singapore
round_trip,10,Beijing,Shanghai,10,Shanghai,Beijing
multi_trip,1,Paris,Nanjing,1,Nanjing,Singapore
multi_trip,1,Beijing,Nanjing,2,Nanjing,Shanghai
multi_trip,1,Shanghai,Nanjing,3,Nanjing,Beijing
multi_trip,1,London,Nanjing,4,Nanjing,Tokyo
multi_trip,1,Singapore,Nanjing,5,Nanjing,Dalian
multi_trip,1,Shanghai,Nanjing,6,Nanjing,London
multi_trip,1,Dalian,Nanjing,7,Nanjing,Paris
multi_trip,1,Tokyo,Nanjing,8,Nanjing,Shanghai
multi_trip,1,Paris,Nanjing,9,Nanjing,Shanghai
multi_trip,1,Singapore,Nanjing,10,Nanjing,Shanghai
multi_trip,2,Dalian,Nanjing,2,Nanjing,Tokyo
multi_trip,2,Tokyo,Nanjing,3,Nanjing,Shanghai
round_trip,2,Beijing,Nanjing,4,Nanjing,Beijing
multi_trip,2,London,Nanjing,5,Nanjing,Singapore
multi_trip,2,Singapore,Nanjing,6,Nanjing,Paris
multi_trip,2,Shanghai,Nanjing,7,Nanjing,London
multi_trip,2,Shanghai,Nanjing,8,Nanjing,Dalian
multi_trip,2,Dalian,Nanjing,9,Nanjing,Beijing
multi_trip,2,Paris,Nanjing,10,Nanjing,Beijing
multi_trip,3,Beijing,Nanjing,3,Nanjing,Tokyo
multi_trip,3,Dalian,Nanjing,4,Nanjing,Shanghai
multi_trip,3,Shanghai,Nanjing,5,Nanjing,Paris
multi_trip,3,Beijing,Nanjing,6,Nanjing,Singapore
multi_trip,3,Tokyo,Nanjing,7,Nanjing,Beijing
multi_trip,3,Singapore,Nanjing,8,Nanjing,London
multi_trip,3,London,Nanjing,9,Nanjing,Dalian
multi_trip,3,Shanghai,Nanjing,10,Nanjing,Tokyo
multi_trip,4,Paris,Nanjing,4,Nanjing,London
multi_trip,4,Beijing,Nanjing,5,Nanjing,Shanghai
multi_trip,4,Tokyo,Nanjing,6,Nanjing,Beijing
round_trip,4,Singapore,Nanjing,7,Nanjing,Singapore
multi_trip,4,London,Nanjing,8,Nanjing,Paris
multi_trip,4,Shanghai,Nanjing,9,Nanjing,Tokyo
multi_trip,4,Beijing,Nanjing,10,Nanjing,Dalian
multi_trip,5,Dalian,Nanjing,5,Nanjing,London
round_trip,5,Shanghai,Nanjing,6,Nanjing,Shanghai
multi_trip,5,Paris,Nanjing,7,Nanjing,Dalian
round_trip,5,Beijing,Nanjing,8,Nanjing,Beijing
multi_trip,5,Tokyo,Nanjing,9,Nanjing,Singapore
multi_trip,5,Beijing,Nanjing,10,Nanjing,Paris
multi_trip,6,Paris,Nanjing,6,Nanjing,Tokyo
multi_trip,6,Beijing,Nanjing,7,Nanjing,Shanghai
multi_trip,6,Dalian,Nanjing,8,Nanjing,Singapore
multi_trip,6,Tokyo,Nanjing,9,Nanjing,London
multi_trip,6,Singapore,Nanjing,10,Nanjing,Paris
multi_trip,7,London,Nanjing,7,Nanjing,Tokyo
round_trip,7,Shanghai,Nanjing,8,Nanjing,Shanghai
round_trip,7,Paris,Nanjing,9,Nanjing,Paris
multi_trip,7,Shanghai,Nanjing,10,Nanjing,Singapore
multi_trip,8,London,Nanjing,8,Nanjing,Shanghai
multi_trip,8,Singapore,Nanjing,9,Nanjing,Beijing
round_trip,8,Dalian,Nanjing,10,Nanjing,Dalian
multi_trip,9,Beijing,Nanjing,9,Nanjing,London
multi_trip,9,London,Nanjing,10,Nanjing,Shanghai
multi_trip,10,Tokyo,Nanjing,10,Nanjing,London
multi_trip,1,Singapore,Dalian,1,Dalian,Nanjing
multi_trip,1,Paris,Dalian,2,Dalian,Beijing
multi_trip,1,Nanjing,Dalian,3,Dalian,Shanghai
multi_trip,1,Shanghai,Dalian,4,Dalian,Singapore
multi_trip,1,Shanghai,Dalian,5,Dalian,Tokyo
multi_trip,1,Beijing,Dalian,6,Dalian,Paris
multi_trip,1,Nanjing,Dalian,7,Dalian,London
multi_trip,1,London,Dalian,8,Dalian,Tokyo
multi_trip,1,Shanghai,Dalian,9,Dalian,Nanjing
multi_trip,1,Tokyo,Dalian,10,Dalian,Nanjing
multi_trip,2,Beijing,Dalian,2,Dalian,Nanjing
multi_trip,2,Singapore,Dalian,3,Dalian,Beijing
multi_trip,2,Paris,Dalian,4,Dalian,Shanghai
multi_trip,2,London,Dalian,5,Dalian,Paris
multi_trip,2,Nanjing,Dalian,6,Dalian,Tokyo
multi_trip,2,Paris,Dalian,7,Dalian,Singapore
multi_trip,2,Shanghai,Dalian,8,Dalian,Nanjing
multi_trip,2,Tokyo,Dalian,9,Dalian,London
multi_trip,2,Beijing,Dalian,10,Dalian,Shanghai
multi_trip,3,Shanghai,Dalian,3,Dalian,Nanjing
multi_trip,3,Nanjing,Dalian,4,Dalian,Beijing
multi_trip,3,Singapore,Dalian,5,Dalian,Shanghai
multi_trip,3,Tokyo,Dalian,6,Dalian,Singapore
multi_trip,3,Beijing,Dalian,7,Dalian,Tokyo
multi_trip,3,Nanjing,Dalian,8,Dalian,Paris
multi_trip,3,London,Dalian,9,Dalian,Beijing
multi_trip,3,Nanjing,Dalian,10,Dalian,Singapore
multi_trip,4,Tokyo,Dalian,4,Dalian,Nanjing
multi_trip,4,Shanghai,Dalian,5,Dalian,London
multi_trip,4,Singapore,Dalian,6,Dalian,Shanghai
multi_trip,4,Shanghai,Dalian,7,Dalian,Beijing
multi_trip,4,Beijing,Dalian,8,Dalian,Singapore
multi_trip,4,Nanjing,Dalian,9,Dalian,Paris
multi_trip,4,Paris,Dalian,10,Dalian,Tokyo
multi_trip,5,Paris,Dalian,6,Dalian,London
multi_trip,5,Singapore,Dalian,7,Dalian,Shanghai
multi_trip,5,Tokyo,Dalian,8,Dalian,Beijing
multi_trip,5,Singapore,Dalian,9,Dalian,Tokyo
multi_trip,5,Shanghai,Dalian,10,Dalian,Paris
round_trip,6,Paris,Dalian,7,Dalian,Paris
round_trip,6,Shanghai,Dalian,8,Dalian,Shanghai
multi_trip,6,Beijing,Dalian,9,Dalian,Singapore
multi_trip,6,London,Dalian,10,Dalian,Beijing
multi_trip,7,London,Dalian,7,Dalian,Nanjing
multi_trip,7,Paris,Dalian,8,Dalian,London
multi_trip,7,Tokyo,Dalian,9,Dalian,Shanghai
multi_trip,7,Singapore,Dalian,10,Dalian,Tokyo
multi_trip,8,Singapore,Dalian,8,Dalian,Nanjing
multi_trip,8,Paris,Dalian,9,Dalian,London
multi_trip,8,London,Dalian,10,Dalian,Singapore
round_trip,9,Nanjing,Dalian,9,Dalian,Nanjing
multi_trip,9,Singapore,Dalian,10,Dalian,London
multi_trip,10,Nanjing,Dalian,10,Dalian,Paris
multi_trip,1,Nanjing,Tokyo,1,Tokyo,Dalian
multi_trip,1,Dalian,Tokyo,2,Tokyo,Nanjing
multi_trip,1,London,Tokyo,3,Tokyo,Paris
multi_trip,1,Singapore,Tokyo,4,Tokyo,Beijing
multi_trip,1,Dalian,Tokyo,5,Tokyo,Shanghai
multi_trip,1,Dalian,Tokyo,6,Tokyo,Singapore
multi_trip,1,Beijing,Tokyo,7,Tokyo,Nanjing
multi_trip,1,Dalian,Tokyo,8,Tokyo,London
multi_trip,1,Paris,Tokyo,9,Tokyo,Dalian
multi_trip,1,Shanghai,Tokyo,10,Tokyo,Dalian
multi_trip,2,Nanjing,Tokyo,2,Tokyo,Dalian
round_trip,2,Nanjing,Tokyo,3,Tokyo,Nanjing
multi_trip,2,Dalian,Tokyo,4,Tokyo,Singapore
multi_trip,2,Shanghai,Tokyo,5,Tokyo,Beijing
multi_trip,2,Beijing,Tokyo,6,Tokyo,Shanghai
multi_trip,2,Singapore,Tokyo,7,Tokyo,Paris
multi_trip,2,London,Tokyo,8,Tokyo,Beijing
multi_trip,2,Nanjing,Tokyo,9,Tokyo,Shanghai
round_trip,2,London,Tokyo,10,Tokyo,London
multi_trip,3,Shanghai,Tokyo,3,Tokyo,Singapore
multi_trip,3,Beijing,Tokyo,4,Tokyo,Dalian
multi_trip,3,Paris,Tokyo,5,Tokyo,Nanjing
multi_trip,3,Dalian,Tokyo,6,Tokyo,Beijing
round_trip,3,Shanghai,Tokyo,7,Tokyo,Shanghai
multi_trip,3,Nanjing,Tokyo,8,Tokyo,Dalian
multi_trip,3,Beijing,Tokyo,9,Tokyo,Paris
multi_trip,3,Singapore,Tokyo,10,Tokyo,Nanjing
multi_trip,4,Shanghai,Tokyo,4,Tokyo,Paris
round_trip,4,Dalian,Tokyo,5,Tokyo,Dalian
multi_trip,4,Shanghai,Tokyo,6,Tokyo,Nanjing
multi_trip,4,London,Tokyo,7,Tokyo,Dalian
multi_trip,4,Singapore,Tokyo,8,Tokyo,Shanghai
multi_trip,4,Beijing,Tokyo,9,Tokyo,London
multi_trip,4,Dalian,Tokyo,10,Tokyo,Singapore
multi_trip,5,Beijing,Tokyo,5,Tokyo,Singapore
multi_trip,5,Singapore,Tokyo,6,Tokyo,Dalian
multi_trip,5,Nanjing,Tokyo,7,Tokyo,Beijing
multi_trip,5,Paris,Tokyo,8,Tokyo,Nanjing
multi_trip,5,Dalian,Tokyo,9,Tokyo,Paris
multi_trip,5,Nanjing,Tokyo,10,Tokyo,Shanghai
multi_trip,6,Nanjing,Tokyo,6,Tokyo,London
round_trip,6,Dalian,Tokyo,7,Tokyo,Dalian
multi_trip,6,Beijing,Tokyo,8,Tokyo,Paris
multi_trip,6,Singapore,Tokyo,9,Tokyo,Nanjing
multi_trip,6,Paris,Tokyo,10,Tokyo,Beijing
multi_trip,7,Paris,Tokyo,7,Tokyo,Singapore
multi_trip,7,London,Tokyo,8,Tokyo,Nanjing
multi_trip,7,Shanghai,Tokyo,9,Tokyo,Beijing
multi_trip,7,Nanjing,Tokyo,10,Tokyo,Dalian
multi_trip,8,Shanghai,Tokyo,8,Tokyo,Singapore
multi_trip,8,London,Tokyo,9,Tokyo,Dalian
round_trip,8,Paris,Tokyo,10,Tokyo,Paris
multi_trip,9,London,Tokyo,9,Tokyo,Singapore
multi_trip,9,Beijing,Tokyo,10,Tokyo,Dalian
multi_trip,10,Dalian,Tokyo,10,Tokyo,Shanghai
round_trip,1,Tokyo,Singapore,2,Singapore,Tokyo
multi_trip,1,Paris,Singapore,3,Singapore,London
multi_trip,1,Dalian,Singapore,4,Singapore,Nanjing
multi_trip,1,Nanjing,Singapore,5,Singapore,Dalian
multi_trip,1,Shanghai,Singapore,6,Singapore,Tokyo
multi_trip,1,London,Singapore,7,Singapore,Shanghai
multi_trip,1,Shanghai,Singapore,8,Singapore,Paris
multi_trip,1,Dalian,Singapore,9,Singapore,London
multi_trip,1,Beijing,Singapore,10,Singapore,Tokyo
round_trip,2,Paris,Singapore,2,Singapore,Paris
multi_trip,2,London,Singapore,3,Singapore,Tokyo
multi_trip,2,Shanghai,Singapore,4,Singapore,London
multi_trip,2,Dalian,Singapore,5,Singapore,Nanjing
multi_trip,2,Tokyo,Singapore,6,Singapore,Beijing
multi_trip,2,Beijing,Singapore,7,Singapore,Dalian
multi_trip,2,Dalian,Singapore,8,Singapore,Shanghai
multi_trip,2,Nanjing,Singapore,9,Singapore,Tokyo
round_trip,2,Nanjing,Singapore,10,Singapore,Nanjing
multi_trip,3,Tokyo,Singapore,3,Singapore,Shanghai
multi_trip,3,London,Singapore,4,Singapore,Paris
multi_trip,3,Paris,Singapore,5,Singapore,Tokyo
multi_trip,3,Shanghai,Singapore,6,Singapore,Dalian
multi_trip,3,Tokyo,Singapore,7,Singapore,London
multi_trip,3,Dalian,Singapore,8,Singapore,Beijing
multi_trip,3,Beijing,Singapore,9,Singapore,Nanjing
multi_trip,3,Shanghai,Singapore,10,Singapore,Beijing
multi_trip,4,Beijing,Singapore,4,Singapore,Tokyo
multi_trip,4,Nanjing,Singapore,5,Singapore,Beijing
round_trip,4,London,Singapore,6,Singapore,London
multi_trip,4,Paris,Singapore,7,Singapore,Nanjing
multi_trip,4,Dalian,Singapore,8,Singapore,Tokyo
multi_trip,4,Tokyo,Singapore,9,Singapore,Dalian
round_trip,4,Shanghai,Singapore,10,Singapore,Shanghai
multi_trip,5,Tokyo,Singapore,5,Singapore,Paris
multi_trip,5,Tokyo,Singapore,6,Singapore,Nanjing
multi_trip,5,Shanghai,Singapore,7,Singapore,Tokyo
round_trip,5,Dalian,Singapore,8,Singapore,Dalian
multi_trip,5,Paris,Singapore,9,Singapore,Beijing
multi_trip,5,Tokyo,Singapore,10,Singapore,London
multi_trip,6,Nanjing,Singapore,6,Singapore,Shanghai
multi_trip,6,Dalian,Singapore,7,Singapore,Beijing
multi_trip,6,Beijing,Singapore,8,Singapore,London
multi_trip,6,Shanghai,Singapore,9,Singapore,Tokyo
multi_trip,6,London,Singapore,10,Singapore,Dalian
multi_trip,7,Tokyo,Singapore,7,Singapore,Paris
multi_trip,7,Nanjing,Singapore,8,Singapore,Tokyo
multi_trip,7,London,Singapore,9,Singapore,Shanghai
multi_trip,7,Beijing,Singapore,10,Singapore,Nanjing
multi_trip,8,Paris,Singapore,8,Singapore,Dalian
multi_trip,8,Tokyo,Singapore,9,Singapore,Paris
multi_trip,8,Dalian,Singapore,10,Singapore,Tokyo
round_trip,9,Tokyo,Singapore,9,Singapore,Tokyo
multi_trip,9,Nanjing,Singapore,10,Singapore,Paris
multi_trip,10,Paris,Singapore,10,Singapore,Dalian
multi_trip,1,Singapore,London,2,London,Paris
multi_trip,1,Tokyo,London,3,London,Nanjing
multi_trip,1,Nanjing,London,4,London,Dalian
multi_trip,1,Tokyo,London,5,London,Singapore
multi_trip,1,Paris,London,6,London,Beijing
multi_trip,1,Beijing,London,7,London,Singapore
multi_trip,1,Paris,London,8,London,Singapore
multi_trip,1,Nanjing,London,9,London,Singapore
multi_trip,1,Dalian,London,10,London,Tokyo
multi_trip,2,Paris,London,3,London,Dalian
multi_trip,2,Singapore,London,4,London,Nanjing
multi_trip,2,Nanjing,London,5,London,Shanghai
round_trip,2,Singapore,London,6,London,Singapore
multi_trip,2,Dalian,London,7,London,Beijing
multi_trip,2,Tokyo,London,8,London,Paris
multi_trip,2,Singapore,London,9,London,Tokyo
multi_trip,2,Singapore,London,10,London,Dalian
multi_trip,3,Singapore,London,3,London,Paris
multi_trip,3,Paris,London,4,London,Singapore
round_trip,3,Beijing,London,5,London,Beijing
multi_trip,3,Nanjing,London,6,London,Shanghai
multi_trip,3,Dalian,London,7,London,Nanjing
multi_trip,3,Shanghai,London,8,London,Tokyo
multi_trip,3,Beijing,London,9,London,Shanghai
multi_trip,3,Tokyo,London,10,London,Shanghai
multi_trip,4,Singapore,London,4,London,Shanghai
multi_trip,4,Nanjing,London,5,London,Tokyo
multi_trip,4,Dalian,London,6,London,Paris
multi_trip,4,Tokyo,London,7,London,Dalian
multi_trip,4,Shanghai,London,8,London,Beijing
multi_trip,4,Dalian,London,9,London,Nanjing
multi_trip,4,Shanghai,London,10,London,Singapore
multi_trip,5,Shanghai,London,5,London,Dalian
multi_trip,5,Nanjing,London,6,London,Singapore
multi_trip,5,Singapore,London,7,London,Paris
multi_trip,5,Beijing,London,8,London,Shanghai
multi_trip,5,Tokyo,London,9,London,Beijing
multi_trip,5,Paris,London,10,London,Nanjing
multi_trip,6,Shanghai,London,6,London,Singapore
multi_trip,6,Nanjing,London,7,London,Tokyo
multi_trip,6,Singapore,London,8,London,Dalian
multi_trip,6,Paris,London,9,London,Beijing
multi_trip,6,Beijing,London,10,London,Nanjing
multi_trip,7,Dalian,London,7,London,Shanghai
multi_trip,7,Tokyo,London,8,London,Singapore
multi_trip,7,Beijing,London,9,London,Tokyo
multi_trip,7,Singapore,London,10,London,Beijing
multi_trip,8,Beijing,London,8,London,Nanjing
multi_trip,8,Shanghai,London,9,London,Paris
multi_trip,8,Tokyo,London,10,London,Beijing
round_trip,9,Dalian,London,9,London,Dalian
multi_trip,9,Shanghai,London,10,London,Nanjing
round_trip,10,Singapore,London,10,London,Singapore
multi_trip,1,London,Paris,1,Paris,London
multi_trip,1,Singapore,Paris,2,Paris,London
multi_trip,1,Nanjing,Paris,3,Paris,Tokyo
multi_trip,1,Beijing,Paris,4,Paris,Shanghai
multi_trip,1,Dalian,Paris,5,Paris,Beijing
multi_trip,1,London,Paris,6,Paris,Dalian
multi_trip,1,Tokyo,Paris,7,Paris,Singapore
multi_trip,1,Tokyo,Paris,8,Paris,Nanjing
multi_trip,1,Shanghai,Paris,9,Paris,London
multi_trip,1,Beijing,Paris,10,Paris,London
multi_trip,2,Tokyo,Paris,2,Paris,Singapore
multi_trip,2,Singapore,Paris,3,Paris,London
multi_trip,2,London,Paris,4,Paris,Tokyo
multi_trip,2,Beijing,Paris,5,Paris,London
multi_trip,2,Dalian,Paris,6,Paris,Nanjing
multi_trip,2,Nanjing,Paris,7,Paris,Shanghai
round_trip,2,Singapore,Paris,8,Paris,Singapore
multi_trip,2,Nanjing,Paris,9,Paris,Beijing
multi_trip,2,Shanghai,Paris,10,Paris,Tokyo
multi_trip,3,Dalian,Paris,3,Paris,London
multi_trip,3,Tokyo,Paris,4,Paris,London
multi_trip,3,Tokyo,Paris,5,Paris,Dalian
multi_trip,3,Singapore,Paris,6,Paris,Tokyo
multi_trip,3,London,Paris,7,Paris,Singapore
multi_trip,3,London,Paris,8,Paris,Shanghai
round_trip,3,Nanjing,Paris,9,Paris,Nanjing
multi_trip,3,London,Paris,10,Paris,Beijing
multi_trip,4,Shanghai,Paris,4,Paris,Dalian
multi_trip,4,Nanjing,Paris,5,Paris,Singapore
multi_trip,4,Beijing,Paris,6,Paris,London
multi_trip,4,Singapore,Paris,7,Paris,Tokyo
round_trip,4,Beijing,Paris,8,Paris,Beijing
multi_trip,4,Dalian,Paris,9,Paris,Shanghai
multi_trip,4,London,Paris,10,Paris,Nanjing
multi_trip,5,London,Paris,5,Paris,Tokyo
multi_trip,5,Shanghai,Paris,6,Paris,Beijing
multi_trip,5,Beijing,Paris,7,Paris,London
multi_trip,5,Nanjing,Paris,8,Paris,London
multi_trip,5,Singapore,Paris,9,Paris,Dalian
multi_trip,5,Dalian,Paris,10,Paris,Singapore
multi_trip,6,Tokyo,Paris,6,Paris,Shanghai
multi_trip,6,Shanghai,Paris,7,Paris,Nanjing
multi_trip,6,Nanjing,Paris,8,Paris,Dalian
multi_trip,6,Dalian,Paris,9,Paris,Tokyo
multi_trip,6,Singapore,Paris,10,Paris,Shanghai
round_trip,7,Dalian,Paris,7,Paris,Dalian
multi_trip,7,Tokyo,Paris,8,Paris,Beijing
multi_trip,7,Beijing,Paris,9,Paris,Singapore
round_trip,7,London,Paris,10,Paris,London
multi_trip,8,Shanghai,Paris,8,Paris,London
multi_trip,8,Tokyo,Paris,9,Paris,Shanghai
multi_trip,8,Beijing,Paris,10,Paris,Dalian
round_trip,9,London,Paris,9,Paris,London
multi_trip,9,Dalian,Paris,10,Paris,Beijing
multi_trip,10,Nanjing,Paris,10,Paris,Tokyo
one_way,2,Paris,Beijing,0,null,null
one_way,3,London,Shanghai,0,null,null
one_way,4,Singapore,Nanjing,0,null,null
one_way,5,Shanghai,Dalian,0,null,null
one_way,6,Tokyo,Singapore,0,null,null
one_way,7,Nanjing,London,0,null,null
one_way,8,Beijing,Paris,0,null,null
one_way,9,Paris,Shanghai,0,null,null
one_way,10,Paris,Nanjing,0,null,null
multi_trip,6,Paris,Nanjing,8,Nanjing,Beijing
multi_trip,7,London,Nanjing,8,Nanjing,Beijing
multi_trip,9,Paris,Nanjing,9,Nanjing,Beijing
multi_trip,10,London,Nanjing,10,Nanjing,Beijing
round_trip,7,Beijing,Dalian,7,Dalian,Beijing
multi_trip,8,Shanghai,Dalian,10,Dalian,Beijing
multi_trip,9,London,Dalian,10,Dalian,Beijing
multi_trip,10,Paris,Dalian,10,Dalian,Beijing
multi_trip,4,Paris,Tokyo,9,Tokyo,Beijing
round_trip,8,Beijing,Tokyo,9,Tokyo,Beijing
multi_trip,9,Singapore,Tokyo,9,Tokyo,Beijing
multi_trip,10,Singapore,Tokyo,10,Tokyo,Beijing
multi_trip,7,Paris,Singapore,7,Singapore,Beijing
multi_trip,8,London,Singapore,8,Singapore,Beijing
multi_trip,9,Shanghai,Singapore,10,Singapore,Beijing
multi_trip,10,Tokyo,Singapore,10,Singapore,Beijing
multi_trip,9,Nanjing,London,10,London,Beijing
multi_trip,10,Dalian,London,10,London,Beijing
multi_trip,6,Singapore,Paris,7,Paris,Beijing
